,text,class
167,"дорогие web-дизайнеры, не упустите свой шанс попасть на стажировку в одну из крупнейших российских компаний🔥 

 16 декабря в 17:45 состоится встреча с представителями компании ооо «газпромнефть нтц», которые хотят видеть именно вас у себя на стажировке. 

📅16 декабря в 17:45
📍 ул. ломоносова,9, ауд.1220 

скорее регистрируемся👉🏻 https://vk.cc/a81bgc",0
168,"зачем проекту 5-100 информация о грантах вузов-участников, почему статья о ""нетонущем металле"" привлекла внимание сми, но заработала всего три цитирования, и как визуализация помогает найти скрытых лидеров публикационной активности - [club127126493|indicator.ru] рассказали о том, как российские университеты используют инструменты digital science.",0
169,"новость-бомба от компании unilever 💣инженеры, аналитики и... все-все желающие и заинтересованные!
в этот раз экскурсия станет мега полезной! почему? 

мало того, что вам покажут, как устроена фабрика unilever в санкт-петербурге, вы узнаете, что такое chain reaction hack, как попасть, пройти стажировку в компанию с мировым именем и как заработать 100 тысяч рублей на обучение уже этой весной! 

когда? 15 марта, в 14:00.
где? фабрика unilever, м. волковская, ул. прогонная, 1.

регистрируйся на экскурсию скорее ==> https://vk.cc/95h9t1
количество мест ограничено!!!✨",0
170,"в университете итмо обсудят будущее магистерского образования.

ежегодная конференция «магистратура ++: программируя образование будущего» пройдет 25–27 апреля и соберет преподавателей — победителей грантового конкурса [club82285691|благотворительного фонда владимира потанина]. спикеры — ректоры российских и зарубежных вузов, ведущие исследователи и представители компаний. подробнее о событии читай в материале itmo.news:",0
171,"лето — сессия и диплом, поступление и летние школы, конференции и стажировки. а еще лето — уйма свободного времени и новые друзья, путешествия и улыбки. в независимости от того, какой вариант выберешь и какая погода за окном, качай по-настоящему летние заставки на смартфоны и десктоп от [club94|университета итмо]. 

первый неклассический, как и лето, навсегда в сердечке. 💛",0
172,"история [id55244328|виолетты рунаевой] студентки 1-го курса магистратуры «веб-технологии» в компании мтс ит началась ещё в сентябре на карьерном мероприятии «итмо.город профессий». 

«hr-специалисты компании согласились дать несколько комментариев в адрес моего резюме, – рассказывает студентка. – разговорившись с девушками, я узнала, что в компании проводятся стажировки, но, к сожалению, на тот момент свободных мест уже не было. мне предложили отправить резюме на почту, чтобы рекрутеры могли связаться со мной по мере открытия нового набора. но по иронии судьбы я ошиблась в адресе электронной почты и отправила резюме в никуда. но тут судьба подарила второй шанс – в ноябре центром карьеры организовано еще одно мероприятие «speed dating job interview» по треку it. для меня это новый и нестандартный формат мероприятия, когда hr-специалисту достаточно всего пару минут, чтобы оценить кандидата, а для резюмируемого это отличная возможность презентовать навыки и умения сразу представителям нескольких компаний. 
по итогу «быстрых собеседований» мне позвонили с двух компаний и пригласили на собеседования. на собеседовании в первой компании мне предложили пройти неоплачиваемую практику, что меня нисколько не смутило, т.к. это очень полезный опыт в любом случае. но текущие проекты компании не заинтересовали меня, поэтому совершенно свободная от всего я отправилась на собеседование во вторую компанию, мтс ит. 
здесь буквально с порога меня начали тестировать именно по навыкам программирования – основному профилю работы, на который я и пришла. если в процессе тестирования я совершала ошибку, то мне разъясняли ответ, показывали, как правильно необходимо сделать. по ощущениям собеседование я прошла не блестяще: сказалось волнение и отсутствие практики программирования. в конце собеседования, услышав стандартную фразу «мы только начали просмотр кандидатов, мы вам перезвоним», сразу подумала, что ждать и ловить здесь нечего. 
но через пару часов мне позвонила hr-специалист и сказала, что меня берут на стажировку.это было очень приятное удивление! 
так начались мои практикантские будни в компании. первое время мне было трудно влиться в проект, но куратор помогал мне с организационными моментами, объясняя все доступно и спокойно, а вопросов тогда у меня было очень много. благодаря его подсказкам и помощи, я быстро освоилась в коллективе. сейчас я занимаюсь фронтенд-разработкой, исправляю баги. для меня это хорошая возможность разобраться в устройстве проекта, научиться понимать чужой код. 
т.к. в компании освободилось место, моя стажировка была сокращена и меня перевели в штат. сейчас я оформлена как сотрудник и работаю 6-часовой рабочий день. при совмещении работы и учебы у меня не возникает проблем. рабочий процесс зачастую меня захватывает настолько сильно, что могу провести в офисе и 9, и 13 часов в день. 
в новый 2019 год, как видите, я получила чудесный карьерный подарок – новую должность. и усвоила важный урок: при поиске работы самое главное не опускать руки, даже в случае, если вам отказали. 
я очень благодарна своему руководителю за доверие и предоставленный шанс, а центру карьеры нашего вуза за организацию и проведение подобных мероприятий!»",0
173,"внимание программистов❗ 

стартовал ежегодный конкурс first ascent international от компании bending spoons, по результатам которого будут определены лучшие 20 студентов европы в области программирования. 
 
счастливчиков, которые попадут в 20-ку лучших, ждет трехдневная, полностью оплачиваемая поездка в милан для участия в нетворкинге и различных крутых мероприятиях. 
 
⚠ подробности и подача заявок до 23 февраля: international.firstascent.io/",3
174,"внимание всем студентам! 
 
приглашаем вас в международную научную лабораторию фотопроцессов в мезоскопических системах нового физтеха на оплачиваемую научную стажировку. 
 
мы ищем юного коллегу, который: 
📌интересуется созданием 2d материалов; 
📌хочет разрабатывать новое оборудование; 
📌желает совместить выполнение квалификационной бакалаврской и магистерской работы с научной деятельностью; 
📌мечтает о работе в активной профессиональной научной группе под руководством молодых докторов наук ивана шелыха и ивана иорша.
 
в рамках проекта вы примете участие в исследованиях по получению монослоев и созданию ван-дер-ваальсовых гетероструктур, а также характеризации оптических свойств и электронного транспорта при криогенных температурах. 
 
присылайте свое резюме сотруднику лаборатории екатерине хестановой по адресу: e.khestanova@gmail.com 
или звоните по телефону: +7-911-092-62-39",0
175,"что такое itmo.family? с кем ты будешь запускать первый стартап? как получить повышенную стипендию? какие студенческие клубы есть в университете итмо? как на семестр поехать учиться по обмену за границу? какие спортивные секции есть у «кронверкских барсов»? на все твои вопросы ответим на introduction days для первокурсников бакалавриата 🔥
 
2-3 сентября вместо первых пар тебя ждет целый «квест» по различным тематическим станциям университета итмо: 
• itmo.love: здесь расскажут, почему именно первый неклассический, подробности об основных подразделениях вуза; 
• teambuilding: хочешь познакомиться с одногруппниками — тебе сюда; 
• science: все о мегафакультетах, научных исследованиях и разработках университета; 
• education: все об учебном процессе и даже больше; 
• [club2499902|itmo.students]: какие студенческие клубы есть в университете итмо и как создать свой? об этом расскажут здесь; 
• [club170961088|global]: как на семестр поехать учиться в брюссель или посетить конференцию в сан-франциско? все просто, если ты в университете итмо! 
• [club45636106|kronbars athletics]: университет итмо — спортивный вуз. «барсы» подскажут, как получить зачет по физре, играя в dota 2; 
• benefits: за повышенной стипендией, бесплатными билетами в кино и аквапарк — сюда. 
 
скучных лекций не будет — будут интерактивные презентации, спортивные игры, станции с мини-заданиями, тимбилдинг и стендапы! 
 
все студенты первого курса бакалавриата будут поделены на 24 укрупненные команды по 70 человек. у каждой команды — свое расписание, номер своей команды можно узнать в личном кабинете абитуриента. а программу introduction days прикрепляем. 
 
когда: 2—3 сентября 
где: университет итмо, кронверкский пр. 49 и ломоносова 9.",0
176,"в первую пятницу сентября расскажем все, что нужно знать о семестровом обмене, краткосрочных стажировках, buddy system, а также study abroad at home. как получить софинансирование поездки? как стать лучшим другом студента-иностранца? как повысить уровень английского языка прямо в стенах университета итмо? приходи на встречу и все узнаешь. 
 
вход свободный по предварительной регистрации: https://vk.cc/9iykli 
 
когда: 6 сентября в 15:00 
где: кронверкский пр.49, актовый зал",0
177,"🙎‍♀ дарья погорелая закончиа магистратуру университета итмо по телекоммуникациям, и сейчас продолжает научную карьеру в области волоконной оптики, волоконно-оптических датчиков и цифровой обработки сигнала под руководством владимира стригалева. 
 
🏆 с 2015 года дарья становится победителем конкурса грантов комитета по науке и высшей школе. в этом году комитет отметил работу, посвященную проблеме исследования и компенсации влияния фазовых и амплитудных искажений оптического сигнала в электрооптическом модуляторе на точностные характеристики волоконно-оптического гироскопа. в своем проекте дарья разработала метод, позволяющий производить измерение передаточной характеристики фазового электрооптического модулятора многофункциональной интегрально-оптической схемы в составе гироскопа. также был предложен метод, позволяющий производить измерение и адаптивную компенсацию амплитудных искажений оптического сигнала в многофункциональной интегрально-оптической схеме в рабочем режиме гироскопа с замкнутым контуром обратной связи. кроме того, дарья предложила математическую модель, которая позволит производить численную оценку влияния фазовых и амплитудных искажений оптического сигнала на точностные характеристики гироскопа. 
 
👉🏻 сейчас дарья занимается разработкой гироскопа навигационного класса точности, разработкой волоконно-оптической системы неразрушающего контроля и оптимизацией параметров многофункциональных интегрально-оптических схем.",0
178,"⚡большие гранты и где они обитают: как получить финансовую поддержку своего исследования или стартапа
✏подробности читайте по ссылке: http://news.ifmo.ru/ru/startups_and_business/initiative/news/8814/",3
179,"первокурсники бакалавриата, специалитета и магистратуры держите расписание выдачи кампусных карт itmo.family! кампусная карта является банковской картой для получения стипендии и электронным пропуском на территорию вуза 

сохраняй себе, не теряй 🚀",0
180,"выиграй оплачиваемую стажировку от unilever!💪🏻

23 ноября в рамках hse career week.autumn 2019 пройдёт бизнес-игра с возможностью выиграть фаст-трек на оплачиваемую стажировку ulip от unilever. твоя задача - придумать новый продукт для международного бренда. 

📅 23 ноября в 15:00
📍 ниу вшэ спб (ул. кантемировская 3а), холл 4 этажа. 

регистрация персональная, объединение в команды будет происходить перед началом мероприятия. обязательна предварительная регистрация! ссылка на регистрацию: https://unileaders.ru/hse_business_game 
 
принять участие могут студенты любого университета спб, курса и направления.",0
181,"регистрация на всероссийский конкурс «цифровой прорыв» — открыта 🔥 
 
к участию приглашаются it-специалисты, дизайнеры и управленцы в сфере цифровой экономики. финалисты конкурса смогут побороться за призовой фонд в размере 10 000 000 рублей и грантовый фонд 200 000 000 рублей, пройти образовательную программу преакселератора и получить работу в ведущих компаниях. 
 
конкурс «цифровой прорыв» проводится в пять этапов: регистрация, онлайн-тестирование,региональные отборочные хакатоны в 40 городах, финальный хакатон — крупнейший в россии. 
 
для участия необходимо подать заявку до 13 мая 2019 года.",0
182,"❗сентябрь будет богат на эвенты, где вы сможете узнать про академическую мобильность, семестровые обмены и другие активности, особенно это актуально первокурсникам, но мы ждем всех всех всех! отметьте эти дни в своих календарях❗

❤31.08 ищи нас на itmo.go (c 13:00, на площади перед театром «балтийский дом»)
❤02.09 и 03.09 мы будем рассказывать про международные возможности на intro days
❤06.09 состоится встреча посвященная международным возможностям в университете итмо (15:00 актовый зал, кронверкский пр.49) p.s. особенно актуально для тех, кто планирует участвовать в сентябрьском конкурсе!
❤20.09 пройдет study abroad fair где вы сможете познакомиться с представителями наших вузов-партнеров (16:30 ул. ломоносова 9, холл второго этажа)",0
183,"📅19 марта в 17.00 день открытых дверей физико-технического факультета для абитуриентов магистратуры в формате on-line 
 
🎓наши гости – магистранты физико-технического факультета. каждый из них пришел на физико-технический факультет из разных университетов, с разным бэкграундом. на физтехе фтф они нашли вдохновляющую научную тематику, начали работать в лаборатории, приняли участие в зарубежных стажировках, пишут статьи в престижные журналы, получают стипендии и награды. 
 
✨задавайте свои вопросы под трансляцией или заранее, заполнив форму: https://docs.google.com/forms/d/1ckpbbtgg5qbml_wtqecj.. 
 
✍🏻трансляция доступна в группе университет итмо | магистратура.",0
184,"еще не записался на самое крутое мероприятие этого апреля? а зря, очень зря! speed dating job interview всё еще ждет тебя, и запись продолжается https://vk.cc/9djdwb 📣

один из партнёров-участников — компания «русские решения».

компания основана в 2006 году.

🌈миссия — решать важные задачи клиентов в сфере автоматизации образования, привлекать, вдохновлять и удерживать талантливых сотрудников. 
 
для студентов последних курсов и выпускников — оплачиваемые стажировки с возможностью дальнейшего трудоустройства (https://vk.cc/9gszii).
 
для сотрудников компании — профессиональный и карьерный рост, система наставничества, корпоративное обучение. 

условия труда — возможность гибкого планирования время начала рабочего дня, удобное рабочее место, компенсация питания. 
на время прохождения стажировки и практики заключается договор.

информация о партнерах будет обновляться. а ты тем временем не робей и регистрируйся - https://vk.cc/9djdwb 🤗",0
185,"вчера стали известны результаты стипендиального конкурса [club82285691|благотворительного фонда владимира потанина]. поздравляем студенток программы ""научная коммуникация"" [id36873034|анну власову] (1 курс) и [id51505345|анастасию комарову] (2 курс) с победой! 🎉",0
186,"📅19 марта в 17.00 день открытых дверей физико-технического факультета для абитуриентов магистратуры в формате on-line 

🎓наши гости – магистранты физико-технического факультета. каждый из них пришел на физико-технический факультет из разных университетов, с разным бэкграундом. на физтехе фтф они нашли вдохновляющую научную тематику, начали работать в лаборатории, приняли участие в зарубежных стажировках, пишут статьи в престижные журналы, получают стипендии и награды.

✨задавайте свои вопросы под трансляцией или заранее, заполнив форму: https://docs.google.com/forms/d/1ckpbbtgg5qbml_wtqecjfqfewffeg5uteq9mdtpebbe/viewform?edit_requested=true 
 
✍🏻трансляция доступна в группе университет итмо | магистратура.",0
187,"#инфотекс запускает набор на оплачиваемую #стажировку. если ты студент и хочешь получить опыт профессиональной коммерческой разработки в одной из топовых компаний в области защиты информации, то скорее заполняй анкету!

уже в начале весны у тебя будет возможность присоединиться к команде инфотекс. в течении 4 месяцев ты прокачаешь свои скиллы без отрыва от учёбы с возможностью дальнейшего трудоустройства в компанию.

направления стажировки:
санкт-петербург — c, c++, с#, python, разработчик-исследователь (c, linux), devops (build инженер), системный аналитик;
томск — с, c++, с#, python, ios разработчик, разработчик-исследователь (c, linux), ручное тестирование, devops (build инженер), системный аналитик;
уфа — с, разработчик-исследователь (c, linux), ручное тестирование, devops (build инженер), системный аналитик.

не упусти свой шанс и заполни анкету: https://vk.com/@infotecs_hr-stazhirovka-v-infoteks

заявки принимаются до 10 февраля.",1
188,"если ты студент 3-6 курсов и мечтаешь пройти стажировку в крупной it-компании — приходи 24 апреля на день карьеры в selectel. 
 
на дне карьеры ты узнаешь: 
• почему будущее за облачными технологиями и как их «готовят в selectel», 
• как устроен дата-центр, 
• кто создает и продвигает наши продукты, 
• как правильно построить карьеру — от составления резюме до развития личностных качеств. 
 
торопись пройти регистрацию, количество мест ограничено — http://slc.tl/s5rhm 
 
не пропусти розыгрыш памятных призов и экскурсию по нашему дата-центру! 
 
встречаемся 24 апреля в 16:00 по адресу: санкт-петербург, м. «московские ворота», ул. цветочная, д.19. 
 
#selectel #селектел #денькарьеры #работамечты #стажировка #работадлястудентов #работавit",0
189,"всем привет! с 5 по 25 августа у нас пройдет летняя it-программа digital banana для школьников (http://leto.digital-banana.ru). на время проведения ищем стажеров-вожатых. если вы студент (или не студент!) и остаетесь в городе - это шанс отлично провести время и получить интересный опыт. 
 
возраст 18+ 
занятость: 
- 4 раза в неделю. понедельники с 12:00 до 20:00. вторники+среды с 12:00 до 15:00 или с 15:30 до 18:30. в пятницу экскурсии ориентировочно с 12:00 до 15:00 - время может немного плавать. 
 
что нужно делать: 
- вожатый закрепляется за группой в 8 человек 
- нужно собрать номера телефонов всех ребят и быть с ними на связи/отвечать на их вопросы 
- по необходимости встречать у метро/провожать туда после занятий 
- следить за общей позитивной обстановкой 
- присутствовать на всех занятиях 
- решать текущие орг. вопросы, кормить ребят фруктами, быть им другом =) 
 
от нас: 
- знакомство с лучшими it-компаниями петербурга 
- оплата телефона/проезда (1000р в неделю) 
- отзыв/рекомендация/практика 
- чай/кофе в офисе и хорошее настроение 
 
все занятия проходят на кантемировской 2а в бц тайм. экскурсии —в зависимоти от компании. 
заявки на участие писать на mail@digital-banana.ru или [id107558744|данияру]",0
190,"наши дорогие студенты, выпускники и все, кто нас читает! небольшой ликбез по работе с нашей группой.

для быстрого и удобного поиска информации используйте хэштеги:

#карьера_advice - здесь мы советуем, рассказываем о том, как вести себя перед и на собеседовании, как написать резюме, как пройти интервью, что вам перезвонили - все лайфхаки из области карьеры.

#итмовакансия - цикл публикаций о горящих вакансиях от компаний-партнеров как для студентов без опыта, так и для выпускников с опытом работы.

#итмостажировка - чтобы при выпуске из университета обладать не только багажом знаний, но и иметь некий опыт работы, делимся в рубрике всеми карьерными возможностями для начинающих студентов. неоплачиваемые краткосрочные стажировки студенты могут оформить как практики, оплачиваемые - это уже другой разговор и другие условия. 

#полезныйчетверг - исследуем карьерный и околокарьерный мир. 

мы рады, что вы вместе с нами. чтобы не пропустить новые и самые полезные новости, подписываемся на уведомления сообщества 😜",0
191,"#итмостажировка от компании «газпром нефть»🕺

магистранты 2-го курса и бакалавры 4-го курса.
направления обучения: экономика, финансы, бизнес-информатика, информационные технологии.

все правила подачи на стажировку - в документе, приложенном к посту.

сроки подачи заявки на стажировку - до 10 марта.
окончательный отбор и результаты - 25 марта.

не упускайте шанс, ребята!",1
192,"😍а у нас прекрасные новости!😍

у нас теперь есть инстаграм аккаунт, и не просто какой, а take over☝🏻
это значит, что вести его будут наши обменники, которые прямо сейчас обучаются в вузах партнерах университета итмо! ты увидишь кампус, город, посмотришь как проводят досуг наши студенты, как проходят лекции, что интересного есть в округе и на целую неделю погрузишься в жизнь тру-обменника😎

в течение всей следующей недели, света бормотва будет рассказывать тебе про семестровый обмен в великобритании, еще через неделю ты увидишь холодную финляндию, а потом услышишь истории из такой загадачной японии. дальше - больше🤗

скорее подписывайся на аккаунт itmo_exchange
(https://www.instagram.com/itmo_exchange/) и stay tuned!",0
193,"давно не было у нас хакатонов. 
хакатон asi dev-service — цифровая трансформация предпринимательства, проходит в 3 этапа. 

 первый — заочный этап, длится до 14 августа. все, что необходимо, сформулировать в личном кабинете концепцию сервиса, облегчающего регистрацию прав на интеллектуальную собственность. 

второй (и он же основной) этап пройдет 24-25 августа, где у вас будет 24 часа, 1 задача, крутые и готовые помочь спикеры, бесплатная еда и напитки, а также онлайн-видеосвязь между всеми точками кипения.

третий этап — представление лучших проектов на закрытом мероприятии агентства стратегических инициатив перед экспертной аудиторией пройдет 17 сентября.

хорошо потрудившись и став одной из команд с лучшим проектом, вы сможете получить:
- оплачиваемую стажировку в it компаниях-партнерах хакатона; 
- бесплатную акселерация любого проекта команды;
- призы и дорогие подарки от партнеров;
- встраивание лучшего проекта из лучших в единую платформу для молодых предпринимателей 
 
участие бесплатное 🙌🏻
подробнее по ссылке — https://vk.cc/9fdtm6",0
194,"вечер-вечерок, а значит пришло время для #итмостажировка 🚀

что тебя ждет на стажировке в biocad?

∙ комфортный офис; 
∙ высокий темп работы и множество интересных проектов; 
∙ наставники — лучшие эксперты отрасли; 
∙ работа в небольших командах под руководством наставника; 
∙ возможность дальнейшего роста и развития в компании при успешном прохождении стажировки. 
 
срок: от 1 до 3 месяцев в летние месяцы (июнь-август)
стипендия: 15 000 руб. в месяц 
 
этапы отбора: 
∙ заполнение резюме; 
∙ online тестирование; 
∙ задание от руководителя; 
∙ собеседование. 
 
заявки принимаются до 21 апреля на сайте: https://vk.cc/9fxvhh 🚀
направления стажировки перечислены на картинке 👇🏻

возможно, это ваш шанс провести лето с пользой для будущей карьеры!",1
195,"компания «мтс» приглашает студентов итмо на встречу «мтс в тапочках». 
❗дата: 16 мая
❗время: 17-00 
❗адрес мероприятия: большой сампсониевский пр., 61, второй этаж.

будет много информации о том как: 
· работают сотрудники компании 
· как пройти собеседование 
· как составить резюме, если у тебя нет опыта 
· как проходит стажировка для студента в реальности (из первых уст наших коллег, кто уже прошел стажировку) 
· какие стажировки есть у мтс. 

за классным корпоративным сувениром «тапочками», а также морем полезной информации компания ждет вас в гости 16 мая (четверг).",0
196,deadline на подачу заявки на участие в семестровом обмене уже сегодня!,0
197,"[club183902342|live the experience] — образовательный интернет-журнал, где описывается опыт от первого лица.

💫если вас интересует выбор вектора работы и саморазвития;
💫если вы давно мечтаете поехать на стажировку за границу;
💫если желаете первыми узнавать новости о самых полезных фестивалях и форумах в петербурге, то данный онлайн-ресурс поможет вам в решении перечисленных задач и вопросов.

в группе предлагается материал о личном развитии, постановке целей, улучшении работоспособности, интересные факты в цифрах из повседневной жизни людей.",0
198,"«программист из россии» — фраза, будоражащая всю силиконовую долину. хочешь гордо откликаться на этот позывной? начни с участия в олимпиаде «я — профессионал» по направлению «программирование и информационные технологии». 
 
какой план? 
1. подаешь заявку и участвуешь во всероссийском it-соревновании от яндекса и других классных компаний. 
2. выигрываешь и поступаешь в магистратуру или аспирантуру университета итмо (ведущего it-вуза, на секундочку). 
3. при крупном везении получаешь стажировку в крупной it-компании! ну а там и до сан-франциско не далеко. 
 
прикладываем ссылочку на регистрацию пути успеха: yandex.ru/profi/ 
 
рекомендованные направления подготовки: прикладная математика и информатика, прикладная математика, математика, информатика и вычислительная техника, информационные системы и технологии, программная инженерия, прикладная информатика, инфокоммуникационные технологии и системы связи, информационные технологии в гуманитарной сфере.",0
199,"«be a name, not a number!» — девиз компании [club29490996|emergn], участника speed dating job interview 25 апреля. 
компания специализируется на разработке программных решений мирового уровня, консалтинге и коучинге. 
офисы emergn расположены в сша, ирландии, великобритании, латвии, россии и украине. центры разработки программных продуктов сосредоточены в россии, латвии и украине. 

в настоящий момент в emergn идет отбор на летнюю стажировку для студентов 2-3 курсов ит-специальностей. на практике за 3 недели вы разработаете гибридное мобильное приложение для решения технических задач разного уровня в формате квиза при помощи технологий java, springboot, rest api, angular, typescript и ionic framework. 
 тех, кто успешно пройдет стажировку, ждут рекомендательные письма, подарки от компании и приглашение на работу 💥

подать заявку на стажировку можно до 8 мая — https://vk.cc/9ii5eq.
 зарегистрироваться на спид дэйтинг, где вы сможете лично пообщаться с представителями компании, можно по ссылке — https://vk.cc/9djdwb.

#итмостажировка",1
200,"подборка международных стажировок от aiesec, международной молодежной организации, основанной в 1948 году, осуществляющей обмены студентов и выпускников вузов среди 127 стран мира.
 
антверпен, бельгия - разработка по - https://vk.cc/9a8xcm

суэц, египет - робототехника - https://vk.cc/9a8y4l

провинция пордононе, италия - программный инженер - https://vk.cc/9a8yky

мадрид, испания - компьютерный инженер - https://vk.cc/9a8aj3

коломбо, шри-ланка - младший архитектор ис - https://vk.cc/9a8aix

дублин, ирландия - специалист по обучению икт - https://vk.cc/9a8bhy

тунис, тунис - 3d-архитектор интерьера - https://vk.cc/9a8bhu

софия, болгария - веб-разработчик (фронт-энд) - https://vk.cc/9a8c9r

по возникающим вопросам писать в личные сообщения группы [club155403571|aiesec в петербурге]",0
